"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Consideration On Automation of 5G Network Slicing with Machine Learning","V. P. Kafle; Y. Fukushima; P. Martinez-Julia; T. Miyazawa","National Institute of Information and Communications Technology, Tokyo, Japan; National Institute of Information and Communications Technology, Tokyo, Japan; National Institute of Information and Communications Technology, Tokyo, Japan; National Institute of Information and Communications Technology, Tokyo, Japan","2018 ITU Kaleidoscope: Machine Learning for a 5G Future (ITU K)","3 Jan 2019","2018","","","1","8","Machine learning has the capability to provide simpler solutions to complex problems by analyzing a huge volume of data in a short time, learning for adapting its functionality to dynamically changing environments, and predicting near future events with reasonably good accuracy. The 5G communication networks are getting complex due to emergence of unprecedentedly huge number of new connected devices and new types of services. Moreover, the requirements of creating virtual network slices suitable to provide optimal services for diverse users and applications are posing challenges to the efficient management of network resources, processing information about a huge volume of traffic, staying robust against all potential security threats, and adaptively adjustment of network functionality for time-varying workload. In this paper, we introduce about the envisioned 5G network slicing and elaborate the necessity of automation of network functions for the design, construction, deployment, operation, control and management of network slices. We then revisit the machine learning techniques that can be applied for the automation of network functions. We also discuss the status of artificial intelligence and machine learning related activities being progressed in standards development organizations and industrial forums.","","978-92-61-26921-0","10.23919/ITU-WT.2018.8597639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8597639","Machine learning;artificial intelligence;5G network;slicing;standardization","Machine learning;Automation;5G mobile communication;Network slicing;Monitoring;Security;Resource management","5G mobile communication;learning (artificial intelligence);telecommunication computing;telecommunication network management;telecommunication traffic","time-varying workload;complex problems;5G communication networks;virtual network slices;network functionality;machine learning techniques;network resource management;5G network slicing automation;network functions automation;artificial intelligence","","12","","16","","3 Jan 2019","","","IEEE","IEEE Conferences"
"Hardware-Based Network Slicing for Supporting Smart Grids Self-Healing over 5G Networks","R. Ricart-Sanchez; A. C. Aleixo; Q. Wang; J. M. Alcaraz Calero",University of the West of Scotland; Efacec; University of the West of Scotland; University of the West of Scotland,"2020 IEEE International Conference on Communications Workshops (ICC Workshops)","21 Jul 2020","2020","","","1","6","As a fundamental technology in the Fifth-Generation (5G) mobile networks, network slicing creates multiple logical networks for various vertical businesses over the same physical 5G infrastructure to achieve cost-effective service provisioning. Meanwhile, mission-critical vertical businesses would require a very high level of guaranteed Quality of Service (QoS) that is beyond software-based network slicing approaches. In this paper, we address a highly demanding Smart Grid Self-Healing Automatic Reconfiguration use case to ensure ultra-Reliable and Low-Latency communications (uRLLC) through improved network slicing based on programmable hardware acceleration. Empirical results have demonstrated the superior performance of the proposed approach in meeting the strict and challenging QoS requirements of this use case.","2474-9133","978-1-7281-7440-2","10.1109/ICCWorkshops49005.2020.9145088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9145088","5G;network slicing;hardware acceleration;smart grid;uRLLC","5G mobile communication;Smart grids;Network slicing;Quality of service;Protocols;Substations","5G mobile communication;computer network reliability;quality of service;smart power grids","strict QoS requirements;hardware-based network slicing;Smart grids Self-Healing over 5G networks;Fifth-Generation mobile networks;multiple logical networks;physical 5G infrastructure;cost-effective service provisioning;mission-critical vertical businesses;software-based network slicing approaches;Smart Grid Self-Healing Automatic Reconfiguration use case;ultra-Reliable Low-Latency communications;programmable hardware acceleration","","2","","17","","21 Jul 2020","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Adaptive Network Slicing in 5G for Intelligent Vehicular Systems and Smart Cities","A. Nassar; Y. Yilmaz","Electrical Engineering Department, University of South Florida, Tampa, FL 33620, USA. (e-mail: atnassar@usf.edu); Electrical Engineering Department, University of South Florida, Tampa, FL 33620, USA.","IEEE Internet of Things Journal","","2021","PP","99","1","1","Intelligent vehicular systems and smart city applications are the fastest growing Internet of things (IoT) implementations at a compound annual growth rate of 30%. In view of the recent advances in IoT devices and the emerging new breed of IoT applications driven by artificial intelligence (AI), fog radio access network (F-RAN) has been recently introduced for the fifth generation (5G) wireless communications to overcome the latency limitations of cloud-RAN (C-RAN). We consider the network slicing problem of allocating the limited resources at the network edge (fog nodes) to vehicular and smart city users with heterogeneous latency and computing demands in dynamic environments. We develop a network slicing model based on a cluster of fog nodes (FNs) coordinated with an edge controller (EC) to efficiently utilize the limited resources at the network edge. For each service request in a cluster, the EC decides which FN to execute the task, i.e., locally serve the request at the edge, or to reject the task and refer it to the cloud. We formulate the problem as infinite-horizon Markov decision process (MDP) and propose a deep reinforcement learning (DRL) solution to adaptively learn the optimal slicing policy. The performance of the proposed DRL-based slicing method is evaluated by comparing it with other slicing approaches in dynamic environments and for different scenarios of design objectives. Comprehensive simulation results corroborate that the proposed DRL-based EC quickly learns the optimal policy through interaction with the environment, which enables adaptive and automated network slicing for efficient resource allocation in dynamic vehicular and smart city environments.","2327-4662","","10.1109/JIOT.2021.3091674","U.S. National Science Foundation(grant numbers:ECCS-2029875); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463417","Intelligent Vehicular Systems;Network Slicing;Deep Reinforcement Learning;Edge Computing;Fog RAN.","Network slicing;Smart cities;Cloud computing;Resource management;Quality of service;Vehicle dynamics;Ultra reliable low latency communication","","","","","","","IEEE","23 Jun 2021","","","IEEE","IEEE Early Access Articles"
"A Review Study on “5G NR Slicing Enhancing IoT & Smart Grid Communication”","M. A. Faruque","Swinburne University of Technology,Faculty of Science Engineering & Technology,Melbourne,Australia","2021 12th International Renewable Engineering Conference (IREC)","13 May 2021","2021","","","1","4","This paper presents a brief study over the concept of network slicing on the 5G wireless communication for enhancing IoT for renewable energy. As a new emerging technology, the network slicing has large opportunities, variety applications with certain challenges. The terminology network slicing refers to the basic capability of 5G networks which enable an efficient implementation and operation on virtual level over a shared physical network structure. The network slices can be adapted in a way that can fulfill the need of regular as well as specialized functions like mobile broadband, automobiles, smart cities, smart grid, high-tech manufacturing, utilities. There are many challenges network slicing mainly in the Core Network, Radio Access Network (RAN) relating resource allocation, SLA monitoring and many more. There are also some proposed solutions addressing those issues. This review paper gathered a brief knowledge about the matters.","","978-1-6654-2548-3","10.1109/IREC51415.2021.9427791","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9427791","Core Network;Network Slicing;Radio Access Network (RAN);User Equipment;Multi-tenancy;Cloud Radio Access Network (C-RAN);Internet of Things (IoT)","Wireless communication;Renewable energy sources;5G mobile communication;Terminology;Smart cities;Network slicing;Smart grids","5G mobile communication;Internet of Things;radio access networks;resource allocation;smart power grids","smart grid communication;shared physical network structure;Core Network;Radio Access Network;5G NR slicing;network slicing;SLA monitoring","","","","19","","13 May 2021","","","IEEE","IEEE Conferences"
"AI and 6G Security: Opportunities and Challenges","Y. Siriwardhana; P. Porambage; M. Liyanage; M. Ylianttila","Centre for Wireless Communications, University of Oulu,Finland; Centre for Wireless Communications, University of Oulu,Finland; Centre for Wireless Communications, University of Oulu,Finland; Centre for Wireless Communications, University of Oulu,Finland","2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit)","28 Jul 2021","2021","","","616","621","While 5G is well-known for network cloudification with micro-service based architecture, the next generation networks or the 6G era is closely coupled with intelligent network orchestration and management. Hence, the role of Artificial Intelligence (AI) is immense in the envisioned 6G paradigm. However, the alliance between 6G and AI may also be a double-edged sword in many cases as AI's applicability for protecting or infringing security and privacy. In particular, the end-to-end automation of future networks demands proactive threats discovery, application of mitigation intelligent techniques and making sure the achievement of self-sustaining networks in 6G. Therefore, to consolidate and solidify the role of AI in securing 6G networks, this article presents how AI can be leveraged in 6G security, possible challenges and solutions.","2575-4912","978-1-6654-1526-2","10.1109/EuCNC/6GSummit51104.2021.9482503","Academy of Finland(grant numbers:318927); European Union's Horizon 2020(grant numbers:871808); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482503","6G;6G Security;Artificial Intelligence;Machine Learning;Intelligent Security","6G mobile communication;Privacy;Intelligent networks;Automation;5G mobile communication;Security;Artificial intelligence","","","","","","35","","28 Jul 2021","","","IEEE","IEEE Conferences"
"Timely admission control for network slicing in 5G with machine learning","M. Vincenzi; E. Lopez-Aguilera; E. Garcia-Villegas",Universitat Politecnica de Catalunya. (e-mail: matteo.vincenzi@upc.edu); Universitat Politecnica de Catalunya.; Universitat Politecnica de Catalunya.,"IEEE Access","","2021","PP","99","1","1","For guaranteeing the strict requirements foreseen for 5G, network slicing has been proposed as a dynamic and scalable mechanism for the allocation of customized resources to service providers. Many solutions have been proposed in the literature for the scenario where multiple service providers share the same pool of resources, while the exclusive allocation to different providers is still an open issue due to the associated complexity. In this work, we define a policy-based admission mechanism for exclusive intra-service slice allocation, at fine and adaptable timescales. In particular, we consider the case where optimal admission strategies are pre-computed offline for network state conditions that are representative of typical traffic loads and resource availability. This offline phase is also used to train a Machine learning algorithm; a neural network (NN) learns the best admission policies from a more computationally expensive mechanism in previously studied network conditions. Thus, the NN is used for providing near-optimal admission decisions at runtime under network conditions for which no optimal policy has been computed. The potential of the 5G marketplace in terms of revenue and quality of service is demonstrated for the particular case of services with strict latency constraints by means of a proof of concept tested over network traces from a real network operator. Different strategies are compared for the computation of the admission strategies and results are provided in terms of efficiency in resource utilization, fairness to the service providers, network owners’ revenue and complexity. This study confirms the feasibility of a policy-based approach for exclusive intra-service resource allocation, especially if computational-efficient mechanisms are adopted in the case of missing information about network states.","2169-3536","","10.1109/ACCESS.2021.3111143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530689","5G networks;mobile networks;network slicing;admission control;machine learning;neural networks;clustering;Markov processes;pricing","Resource management;5G mobile communication;Complexity theory;Indium phosphide;III-V semiconductor materials;Admission control;Network slicing","","","","","","","CCBY","7 Sep 2021","","","IEEE","IEEE Early Access Articles"
"Learn to improve: A novel deep reinforcement learning approach for beyond 5G network slicing","A. Rkhami; Y. Hadjadj-Aoul; A. Outtagarts","Inria, Univ. Rennes, CNRS, IRISA; Inria, Univ. Rennes, CNRS, IRISA; Nokia-Bell Labs,France","2021 IEEE 18th Annual Consumer Communications & Networking Conference (CCNC)","11 Mar 2021","2021","","","1","6","Network slicing remains one of the key technologies in 5G and beyond 5G networks (B5G). By leveraging SDN and NVF techniques, it enables the coexistence of several heterogeneous virtual networks (VNs) on top of the same physical infrastructure. Despite the advantages it brings to network operators, network slicing raises a major challenge: Resource allocation of VNs, also known as the virtual network embedding problem (VNEP). VNEP is known to be an NP-Hard problem. Several heuristics, meta-heuristics and Deep Reinforcement Learning (DRL) based solutions were proposed in the literature to solve it. Regarding the first two categories, they can provide a solution for large scale problems within a reasonable time, but the solution is usually suboptimal, which leads to an inefficient utilization of the resources and increases the cost of the allocation process. For DRL-based approaches and due to the exploration-exploitation dilemma, the solution can be infeasible. To overcome these issues, we combine, in this work, deep reinforcement learning and relational graph convolutional neural networks in order to automatically learn how to improve the quality of VNEP heuristics. Simulation results show the effectiveness of our approach. Starting with an initial solution given by the heuristics our approach can find an amelioration, with an improvement in the order of 35%.","2331-9860","978-1-7281-9794-4","10.1109/CCNC49032.2021.9369463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369463","5G;Virtual Network Embedding;Deep Reinforcement Learning;Relational Graph Convolutional Neural Networks;Resource Allocation","5G mobile communication;NP-hard problem;Network slicing;Simulation;Reinforcement learning;Resource management;Convolutional neural networks","5G mobile communication;computational complexity;convolutional neural nets;deep learning (artificial intelligence);embedded systems;graph theory;mobile computing;optimisation;resource allocation;virtualisation","network slicing;heterogeneous virtual networks;network operators;virtual network embedding problem;NP-hard problem;DRL-based approaches;relational graph convolutional neural networks;VNEP heuristics;deep reinforcement learning;exploration-exploitation dilemma;5G network slicing;beyond 5G network slicing;resource allocation","","","","19","","11 Mar 2021","","","IEEE","IEEE Conferences"
"A Survey on Beyond 5G Network With the Advent of 6G: Architecture and Emerging Technologies","A. Dogra; R. K. Jha; S. Jain","School of Electronics and Communication Engineering, Shri Mata Vaishno Devi University, Katra, India; School of Electronics and Communication Engineering, Shri Mata Vaishno Devi University, Katra, India; Department of Telecommunication, University of Maryland, College Park, MD, USA","IEEE Access","11 May 2021","2021","9","","67512","67547","Nowadays, 5G is in its initial phase of commercialization. The 5G network will revolutionize the existing wireless network with its enhanced capabilities and novel features. 5G New Radio (5G NR), referred to as the global standardization of 5G, is presently under the <inline-formula> <tex-math notation=""LaTeX"">$3^{\mathrm {rd}}$ </tex-math></inline-formula> Generation Partnership Project (3GPP) and can be operable over the wide range of frequency bands from less than 6GHz to mmWave (100GHz). 3GPP mainly focuses on the three major use cases of 5G NR that are comprised of Ultra-Reliable and Low Latency Communication (uRLLC), Massive Machine Type Communication (mMTC), Enhanced Mobile Broadband (eMBB). For meeting the targets of 5G NR, multiple features like scalable numerology, flexible spectrum, forward compatibility, and ultra-lean design are added as compared to the LTE systems. This paper presents a brief overview of the added features and key performance indicators of 5G NR. The issues related to the adaptation of higher modulation schemes and inter-RAT handover synchronization are well addressed in this paper. With the consideration of these challenges, a next-generation wireless communication architecture is proposed. The architecture acts as the platform for migration towards beyond 5G/6G networks. Along with this, various technologies and applications of 6G networks are also overviewed in this paper. 6G network will incorporate Artificial intelligence (AI) based services, edge computing, quantum computing, optical wireless communication, hybrid access, and tactile services. For enabling these diverse services, a virtualized network slicing based architecture of 6G is proposed. Various ongoing projects on 6G and its technologies are also listed in this paper.","2169-3536","","10.1109/ACCESS.2020.3031234","5G and IoT Lab, SoECE, TBIC, TEQIP-III at Shri Mata Vaishno Devi University, Katra, Jammu; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9224777","5G;5G NR;eMBB;mMTC;uRLLC;EVM;inter-RAT;6G;network slicing;Tactile Internet","6G mobile communication;Computer architecture;Ultra reliable low latency communication;3GPP;Next generation networking;New Radio","","","","10","","93","CCBY","15 Oct 2020","","","IEEE","IEEE Journals"
"Deploying Smart City components for 5G network slicing","B. Rusti; H. Stefanescu; M. Iordache; J. Ghenta; C. Brezeanu; C. Patachia","Orange, Romania; Orange, Romania; Orange, Romania; Orange, Romania; Orange, Romania; Orange, Romania","2019 European Conference on Networks and Communications (EuCNC)","15 Aug 2019","2019","","","149","154","The integration requirements between digital systems acting as enablers for vertical industries services and network layers represents a big challenge for multitenant vertical slice deployment initiatives over 5G infrastructure. Several concepts were developed, among them Smart City 5G-ready application based on cloud-native/microservice principles that proposes a separation between the orchestration of the 5G applications and the network services that support them. In this paper we are presenting the deployment phases of Smart City demonstrator focusing mainly on its first phase which covers the test bed deployment and the on-boarding process of application components. It is an advanced stage in the evolution of the project from the theoretical concept proposal [1], followed by the design and development phase as a collaboration between two 5G-PPP EU projects MATILDA and SliceNet [2] toward its completion as an automated solution for development, deployment and management of a Smart City 5G cloud-native application slice over the virtualized infrastructure. The target is to create and implement an end-to-end operational service framework starting from design and development to end to end orchestration over a 5G infrastructure through a One-Stop API assuring the end-to-end management, control and orchestration of the slice.","2575-4912","978-1-7281-0546-8","10.1109/EuCNC.2019.8802054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8802054","5G;Marketplace;5G-ready application;Cloud-native;Network Slice;Slice Intent;IoT;Sensor;Smart City;Matilda;SliceNet","","5G mobile communication;application program interfaces;cloud computing;computer network management;smart cities;virtualisation","5G network slicing;integration requirements;virtualized infrastructure;end-to-end management;smart city components deployment;5G-ready application;on-boarding proces;5G-PPP EU projects MATILDA;SliceNet;smart city 5G cloud-native application;one-stop API","","1","","15","","15 Aug 2019","","","IEEE","IEEE Conferences"
"Intelligent Network Slicing for V2X Services Toward 5G","J. Mei; X. Wang; K. Zheng","Beijing Univ. of Posts & Telecommun., Beijing, China; Western Univ., London, UK; Beijing Univ. of Posts & Telecommun., Beijing, China","IEEE Network","16 Dec 2019","2019","33","6","196","204","Benefiting from the widely deployed LTE infrastructures, 5G wireless networks are becoming a critical enabler for the emerging V2X communications. However, existing LTE networks cannot efficiently support stringent but dynamic requirements of V2X services. One effective solution to overcome this challenge is network slicing, whereby different services could be supported by logically separated networks. To mitigate the increasing complexity of network slicing in 5G, we propose to leverage the recent advancement of Machine Learning (ML) technologies for automated network operation. Specifically, we propose intelligent network slicing architecture for V2X services, where network functions and multi-dimensional network resources are virtualized and assigned to different network slices. In achieving optimized slicing intelligently, several critical techniques, including mobile data collection and the design of an ML algorithm, are discussed to tackle the related challenges. Then, we develop a simulation platform to illustrate the effectiveness of our proposed intelligent network slicing. With the integration of 5G network slicing and ML technologies, the QoS of V2X services is expected to be dramatically enhanced.","1558-156X","","10.1109/MNET.001.1800528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8884230","","Cloud computing;Network slicing;Vehicle-to-everything;Intelligent networks;5G mobile communication;Quality of service;Reliability","5G mobile communication;Long Term Evolution;quality of service;vehicular ad hoc networks;virtualisation","multidimensional network resources;network functions;intelligent network slicing architecture;automated network operation;logically separated networks;LTE networks;emerging V2X communications;5G wireless networks;widely deployed LTE infrastructures;V2X Services Toward 5G;optimized slicing;different network slices","","13","","16","","28 Oct 2019","","","IEEE","IEEE Magazines"
